img1_path,img2_path,score,label
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_frontal_1m.jpeg,0.402897575984627,1
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_frontal_30cm.jpeg,0.44365511602642027,1
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_boa_45_1m..jpeg,0.38820835989574887,1
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_boa_45_30cm.jpeg,0.4157062594884139,1
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_boa_frontal_1m..jpeg,0.41553393595028987,1
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_boa_frontal_30cm..jpeg,0.44297911009112545,1
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_extra_01.jpeg,0.44391172345982893,1
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_extra_02.jpeg,0.4045566659865469,1
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_extra_03.jpeg,0.48029496658602877,1
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_extra_04.jpeg,0.47889210324290227,1
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_extra_05.jpeg,0.41056933546835245,1
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_extra_06.jpeg,0.4141221586782194,1
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_extra_07.jpeg,0.40890555569315507,1
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_extra_08.jpeg,0.44680626642528704,1
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_moderada_45_1m.jpeg,0.4404094769713041,1
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_moderada_45_30cm.jpeg,0.44615951211425975,1
/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_baixa_45_1m.jpeg,/home/anitadonato/tcc/tcc/data/known_faces/ALESSANDRA/alessandra_moderada_frontal_1m.jpeg,0.4194383005847892,1
