img1_path,img2_path,score,label
/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0004.jpg,/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0001.jpg,0.16403329372406006,1
/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0004.jpg,/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0009.jpg,0.14039236307144165,1
/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0004.jpg,/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0018.jpg,0.08697909116744995,1
/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0004.jpg,/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0015.jpg,0.1641683578491211,1
/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0001.jpg,/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0009.jpg,0.2069571614265442,1
/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0001.jpg,/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0018.jpg,0.17096322774887085,1
/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0001.jpg,/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0015.jpg,0.15417379140853882,1
/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0009.jpg,/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0018.jpg,0.10279428958892822,1
/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0009.jpg,/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0015.jpg,0.14299118518829346,1
/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0018.jpg,/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Richard_Myers/Richard_Myers_0015.jpg,0.1601850390434265,1
/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Carlos_Moya/Carlos_Moya_0005.jpg,/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Carlos_Moya/Carlos_Moya_0004.jpg,0.20333009958267212,1
/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Carlos_Moya/Carlos_Moya_0005.jpg,/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Carlos_Moya/Carlos_Moya_0003.jpg,0.16907304525375366,1
/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Carlos_Moya/Carlos_Moya_0005.jpg,/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Carlos_Moya/Carlos_Moya_0014.jpg,0.1711023449897766,1
/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Carlos_Moya/Carlos_Moya_0005.jpg,/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Carlos_Moya/Carlos_Moya_0001.jpg,0.23443502187728882,1
/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Carlos_Moya/Carlos_Moya_0004.jpg,/home/anitadonato/tcc/tcc/data/lfw/lfw-funneled/Carlos_Moya/Carlos_Moya_0003.jpg,0.28032386302948,1
