fpr,tpr,threshold
0.0,0.0,-inf
0.0,0.0,0.011488499947105546
0.0,0.0004887585532746823,0.013281423676842041
0.0,0.0009775171065493646,0.01699499417561523
0.0,0.001466275659824047,0.024346532414336708
0.0,0.0019550342130987292,0.02705546920711921
0.0,0.0024437927663734115,0.027825340734826787
0.0,0.002932551319648094,0.03204435873010625
0.0,0.003421309872922776,0.03918458410966563
0.0,0.0039100684261974585,0.03958134430214699
0.0,0.004398826979472141,0.03978665812584137
0.0,0.004887585532746823,0.04493458140673068
0.0,0.005376344086021506,0.04997532341048139
0.0,0.005865102639296188,0.05254041272346144
0.0,0.00635386119257087,0.0528961261241937
0.0,0.006842619745845552,0.055881782172138794
0.0,0.007331378299120235,0.05804419263315974
0.0,0.007820136852394917,0.05881851018929496
0.0,0.008308895405669599,0.059654073460774004
0.0,0.008797653958944282,0.060504881319280446
0.0,0.009286412512218964,0.062498834989380136
0.0,0.009775171065493646,0.0659594087698504
0.0,0.010263929618768328,0.06678436135836141
0.0,0.010752688172043012,0.06867359766979086
0.0,0.011241446725317693,0.06950027217078791
0.0,0.011730205278592375,0.07401869908097025
0.0,0.012218963831867057,0.07416759902756298
0.0,0.01270772238514174,0.07470928233240848
0.0,0.013196480938416423,0.07523075730813145
0.0,0.013685239491691105,0.07613423224357119
0.0,0.014173998044965786,0.07649187365830845
0.0,0.01466275659824047,0.07952785492975734
0.0,0.015151515151515152,0.07998121034117656
0.0,0.015640273704789834,0.08110841887810372
0.0,0.016129032258064516,0.08298284973388326
0.0,0.016617790811339198,0.08545066807951884
0.0,0.01710654936461388,0.08599439430805911
0.0,0.017595307917888565,0.08669719891501382
0.0,0.018084066471163247,0.08838917448807226
0.0,0.01857282502443793,0.09086143414988002
0.0,0.01906158357771261,0.09325705543755514
0.0,0.019550342130987292,0.09326604093420832
0.0,0.020039100684261974,0.0936896672500318
0.0,0.020527859237536656,0.09391827679066522
0.0,0.021016617790811338,0.09464785791340635
0.0,0.021505376344086023,0.09509068812763599
0.0,0.021994134897360705,0.0952976257862288
0.0,0.022482893450635387,0.09597534335907953
0.0,0.02297165200391007,0.09856741381031209
0.0,0.02346041055718475,0.1000147183771749
0.0,0.023949169110459433,0.10136760384333676
0.0,0.024437927663734114,0.10167413001498626
0.0,0.024926686217008796,0.10365322571554714
0.0,0.02541544477028348,0.10484471638812953
0.0,0.025904203323558164,0.10594094790972264
0.0,0.026392961876832845,0.10710829818860357
0.0,0.026881720430107527,0.1076900479742201
0.0,0.02737047898338221,0.10801418069775126
0.0,0.02785923753665689,0.1088605617253472
0.0,0.028347996089931573,0.11182480935816685
0.0,0.028836754643206255,0.1120877999919363
0.0,0.02932551319648094,0.11227850524258653
0.0,0.029814271749755622,0.11246467605410448
0.0,0.030303030303030304,0.11388226604095064
0.0,0.030791788856304986,0.11630538851177019
0.0,0.03128054740957967,0.11653261601396614
0.0,0.03176930596285435,0.11756788179244937
0.0,0.03225806451612903,0.11795946277928193
0.0,0.03274682306940371,0.11800474159833929
0.0,0.033235581622678395,0.11890438430492567
0.0,0.03372434017595308,0.12009436990951106
0.0,0.03421309872922776,0.12245678422033968
0.0,0.03470185728250244,0.12258695443277712
0.0,0.03519061583577713,0.12324085500325033
0.0,0.03567937438905181,0.1234502531433328
0.0,0.03616813294232649,0.12422598186878353
0.0,0.036656891495601175,0.12520265663831387
0.0,0.03714565004887586,0.12656339187865895
0.0,0.03763440860215054,0.12677101704635152
0.0,0.03812316715542522,0.12734421541443808
0.0,0.0386119257086999,0.12857792372162202
0.0,0.039100684261974585,0.12901900746810513
0.0,0.039589442815249266,0.12915006621200742
0.0,0.04007820136852395,0.1298829680615432
0.0,0.04056695992179863,0.130223410317861
0.0,0.04105571847507331,0.1317360389661365
0.0,0.041544477028347994,0.13234775103525742
0.0,0.042033235581622676,0.13264023155232485
0.0,0.04252199413489736,0.13348702197325313
0.0,0.043010752688172046,0.1341654827065063
0.0,0.04349951124144673,0.13465801552381196
0.0,0.04398826979472141,0.13556248764286827
0.0,0.04447702834799609,0.13627198227032677
0.0,0.044965786901270774,0.13648828855326023
0.0,0.045454545454545456,0.13718491633225038
0.0,0.04594330400782014,0.13855575277208232
0.0,0.04643206256109482,0.138644127853347
0.0,0.0469208211143695,0.138734871881653
0.0,0.04740957966764418,0.13978651429585276
0.0,0.047898338220918865,0.1403923355203882
0.0,0.04838709677419355,0.1408111788428863
0.0,0.04887585532746823,0.1411909771449722
0.0,0.04936461388074291,0.14166453356523212
0.0,0.04985337243401759,0.14230812195120346
0.0,0.050342130987292275,0.14282905835489468
0.0,0.05083088954056696,0.14389758474366976
0.0,0.051319648093841645,0.14451403626838588
0.0,0.05180840664711633,0.14489170695723186
0.0,0.05229716520039101,0.1459191595545759
0.0,0.05278592375366569,0.14673574501343034
0.0,0.05327468230694037,0.1469624201833989
0.0,0.053763440860215055,0.1478144302172788
0.0,0.054252199413489736,0.14791714427597924
0.0,0.05474095796676442,0.14839323221939626
0.0,0.0552297165200391,0.14916824952517915
0.0,0.05571847507331378,0.1510250721806714
0.0,0.056207233626588464,0.15124850014215718
0.0,0.056695992179863146,0.15273043707331369
0.0,0.05718475073313783,0.15277307507280447
0.0,0.05767350928641251,0.15339350312492783
0.0,0.05816226783968719,0.15342218444599098
0.0,0.05865102639296188,0.15419460384338446
0.0,0.05913978494623656,0.15492926620784808
0.0,0.059628543499511244,0.15592546458212897
0.0,0.060117302052785926,0.15600036206054668
0.0,0.06060606060606061,0.1562565980468641
0.0,0.06109481915933529,0.15672476203058672
0.0,0.06158357771260997,0.1569969017424968
0.0,0.06207233626588465,0.1573943294062775
0.0,0.06256109481915934,0.1578098135569821
0.0,0.06304985337243402,0.15799837451861265
0.0,0.0635386119257087,0.15820765460038066
0.0,0.06402737047898338,0.16056603013212212
0.0,0.06451612903225806,0.1608583750037741
0.0,0.06500488758553274,0.16091294583000115
0.0,0.06549364613880743,0.1615002721041815
0.0,0.06598240469208211,0.16153112702553318
0.0,0.06647116324535679,0.16177641616697203
0.0,0.06695992179863147,0.16180629673151692
0.0,0.06744868035190615,0.1625758965682983
0.0,0.06793743890518084,0.1637069130741402
0.0,0.06842619745845552,0.16372372953330971
0.0,0.0689149560117302,0.16493461308097312
0.0,0.06940371456500488,0.16536063200866735
0.0,0.06989247311827956,0.16548723824655354
0.0,0.07038123167155426,0.16555474588110108
0.0,0.07086999022482894,0.1656673243587118
0.0,0.07135874877810362,0.16706392317204255
0.0,0.0718475073313783,0.16756368753408202
0.0,0.07233626588465299,0.16775887056931515
0.0,0.07282502443792767,0.16857807329041663
0.0,0.07331378299120235,0.16861847394974283
0.0,0.07380254154447703,0.17015215158093977
0.0,0.07429130009775171,0.17052836873039812
0.0,0.0747800586510264,0.17057693106147498
